attendance_rate_7d,attendance_rate_14d,attendance_rate_30d,consistency_score,absence_streak_max,absence_streak_current,trend_slope,weekend_vs_weekday_ratio,early_vs_late_month_ratio,days_since_last_absence,total_sessions_missed,has_multiple_risk_factors,future_attendance_rate,future_at_risk,student_id,student_type,department,year
0.8571428571428571,0.9285714285714286,0.9333333333333333,0.6974683095462335,1,0,-0.01978021978021982,1.072072072072072,0.9285714285714286,2,6,0,0.9333333333333333,0,STU_00022,excellent,Computer Science,2
0.42857142857142855,0.5,0.6333333333333333,0.545580397494515,3,0,0.01538461538461538,1.1264367816091954,1.1500000000000001,2,17,0,0.5333333333333333,1,STU_00023,average,Mechanical Engineering,4
0.8571428571428571,0.9285714285714286,0.9,0.6097950705005768,2,0,-0.010989010989011054,0.9333333333333333,0.8148148148148148,4,11,0,0.8,0,STU_00024,average,Mathematics,3
1.0,0.9285714285714286,0.9333333333333333,0.6097950705005768,4,0,0.02417582417582415,1.0294117647058825,1.0416666666666667,12,11,0,0.8666666666666667,0,STU_00025,average,Electrical Engineering,3
0.8571428571428571,0.8571428571428571,0.7666666666666667,0.5140388985830291,10,0,-0.008791208791208824,0.8333333333333334,0.7272727272727273,4,22,0,0.4,1,STU_00026,struggling,Computer Science,1
0.8571428571428571,0.7857142857142857,0.8333333333333334,0.6762682284869066,1,1,-0.006593406593406625,0.9210526315789475,0.962962962962963,0,7,0,0.8,0,STU_00027,excellent,Mechanical Engineering,2
0.7142857142857143,0.6428571428571429,0.7666666666666667,0.5845497983434149,2,1,-0.015384615384615441,0.98989898989899,0.9583333333333334,0,13,0,0.8,0,STU_00028,average,Computer Science,1
0.7142857142857143,0.5714285714285714,0.6666666666666666,0.545580397494515,2,1,0.030769230769230764,1.2500000000000002,0.9545454545454546,0,17,0,0.6666666666666666,1,STU_00029,average,Business Administration,4
1.0,0.7142857142857143,0.7,0.5966244127283115,2,0,0.06153846153846153,0.7777777777777778,1.0,7,12,0,0.8666666666666667,0,STU_00030,excellent,Electrical Engineering,4
0.5714285714285714,0.5714285714285714,0.5666666666666667,0.5378752094575554,4,0,-0.017582417582417617,0.8279569892473119,1.0,1,18,0,0.7333333333333333,1,STU_00031,average,Mathematics,4
1.0,1.0,0.9333333333333333,0.7484511257067683,1,0,-4.5049633455634363e-17,1.1052631578947367,0.9310344827586207,19,4,0,0.9333333333333333,0,STU_00032,excellent,Computer Science,4
1.0,0.9285714285714286,0.8666666666666667,0.6762682284869066,2,0,0.01978021978021972,1.1018518518518519,0.8928571428571429,11,7,0,0.9333333333333333,0,STU_00033,excellent,Electrical Engineering,4
0.5714285714285714,0.5,0.3333333333333333,0.5308982016927016,10,0,-0.006593406593406621,0.6222222222222221,0.9,1,41,0,0.26666666666666666,1,STU_00034,erratic,Mechanical Engineering,2
0.42857142857142855,0.35714285714285715,0.43333333333333335,0.49606071570090216,6,1,-0.00219780219780221,0.608695652173913,1.2307692307692306,0,31,1,0.3333333333333333,1,STU_00035,erratic,Mathematics,2
0.7142857142857143,0.5714285714285714,0.5,0.5002825657190919,5,0,0.03516483516483515,0.9722222222222223,1.2666666666666666,1,26,0,0.6666666666666666,1,STU_00036,struggling,Mathematics,3
0.5714285714285714,0.6428571428571429,0.6666666666666666,0.5308982016927017,2,0,-0.015384615384615405,1.2098765432098764,0.9523809523809524,1,19,0,0.8,0,STU_00037,average,Civil Engineering,3
1.0,0.9285714285714286,0.8666666666666667,0.6241769859985855,2,0,0.02857142857142854,0.9074074074074074,1.0833333333333333,13,10,0,0.8,0,STU_00038,excellent,Computer Science,2
0.5714285714285714,0.6428571428571429,0.6666666666666666,0.5378752094575554,2,0,-0.010989010989011028,1.0459770114942528,1.0,2,18,0,0.7333333333333333,1,STU_00039,average,Electrical Engineering,3
0.8571428571428571,0.6428571428571429,0.5666666666666667,0.5002825657190919,4,0,0.04615384615384615,0.9722222222222223,0.7894736842105263,5,26,0,0.8,0,STU_00040,average,Computer Science,1
0.8571428571428571,0.7142857142857143,0.7333333333333333,0.5966244127283115,2,0,0.04395604395604394,1.1666666666666667,0.92,5,12,0,0.8,0,STU_00041,excellent,Mechanical Engineering,2
0.5714285714285714,0.6428571428571429,0.7,0.5246173114584716,3,0,-0.024175824175824208,0.885057471264368,1.222222222222222,1,20,0,0.7333333333333333,1,STU_00042,average,Mechanical Engineering,1
1.0,0.8571428571428571,0.9333333333333333,0.6571966681991184,3,0,0.017582417582417558,1.1333333333333333,1.2608695652173911,7,8,0,1.0,0,STU_00043,excellent,Mathematics,4
0.5714285714285714,0.6428571428571429,0.5333333333333333,0.505967818244429,3,2,-0.054945054945054986,0.6666666666666666,0.7142857142857143,0,24,0,0.5333333333333333,1,STU_00044,erratic,Mathematics,4
0.8571428571428571,0.6428571428571429,0.6666666666666666,0.5059678182444289,2,0,0.04175824175824176,0.8974358974358975,0.8947368421052632,1,24,0,0.6,1,STU_00045,average,Electrical Engineering,3
0.5714285714285714,0.7857142857142857,0.8333333333333334,0.5966244127283113,2,1,-0.06373626373626379,0.9607843137254902,1.0869565217391304,0,12,0,0.8,0,STU_00046,average,Business Administration,2
0.7142857142857143,0.7142857142857143,0.7333333333333333,0.5966244127283113,2,0,0.008791208791208763,0.9607843137254902,1.0,2,12,0,0.8,0,STU_00047,average,Computer Science,4
0.8571428571428571,0.7857142857142857,0.8,0.6097950705005768,1,0,-0.006593406593406638,0.8425925925925927,1.0416666666666667,2,11,0,0.8,0,STU_00048,average,Computer Science,3
0.42857142857142855,0.42857142857142855,0.6666666666666666,0.5378752094575554,3,1,-0.0043956043956043895,0.9333333333333332,1.625,0,18,0,0.7333333333333333,1,STU_00049,average,Mechanical Engineering,1
0.8571428571428571,0.7142857142857143,0.7333333333333333,0.5966244127283115,2,0,0.04395604395604394,1.1666666666666667,1.0,6,12,0,0.9333333333333333,0,STU_00050,excellent,Computer Science,2
0.2857142857142857,0.35714285714285715,0.43333333333333335,0.5002825657190919,4,2,-0.019780219780219797,1.2352941176470589,1.3636363636363638,0,34,0,0.3333333333333333,1,STU_00051,erratic,Electrical Engineering,3
0.42857142857142855,0.5,0.5333333333333333,0.5028328839887559,4,1,-0.03296703296703299,1.0694444444444446,0.75,0,25,0,0.6666666666666666,1,STU_00052,struggling,Civil Engineering,4
0.2857142857142857,0.35714285714285715,0.4,0.5002825657190919,7,0,-0.010989010989011028,0.7,1.1666666666666665,1,34,0,0.7333333333333333,1,STU_00053,erratic,Mathematics,1
0.5714285714285714,0.5714285714285714,0.43333333333333335,0.4969022514135365,4,1,-0.008791208791208833,1.1052631578947367,0.8666666666666667,0,32,1,0.6,1,STU_00054,struggling,Mechanical Engineering,1
0.8571428571428571,0.6428571428571429,0.7666666666666667,0.5540515091435165,4,0,0.028571428571428546,0.875,1.2000000000000002,1,16,0,0.9333333333333333,0,STU_00055,average,Mathematics,3
0.42857142857142855,0.5714285714285714,0.5333333333333333,0.5028328839887559,4,1,-0.03076923076923083,1.217391304347826,0.9444444444444444,0,25,0,0.6666666666666666,1,STU_00056,erratic,Mathematics,2
0.8571428571428571,0.9285714285714286,0.9333333333333333,0.6974683095462335,2,0,-0.00659340659340664,0.9824561403508771,1.0769230769230769,5,6,0,0.9333333333333333,0,STU_00057,excellent,Mathematics,3
0.8571428571428571,0.9285714285714286,0.8666666666666667,0.6399152642097246,2,0,-0.00659340659340664,1.1666666666666665,0.888888888888889,5,9,0,1.0,0,STU_00058,excellent,Civil Engineering,4
0.8571428571428571,0.9285714285714286,0.9333333333333333,0.6241769859985855,3,0,-0.024175824175824263,0.8198198198198198,1.0833333333333333,1,10,0,0.9333333333333333,0,STU_00059,excellent,Computer Science,2
0.8571428571428571,0.7142857142857143,0.6666666666666666,0.5966244127283115,3,0,0.03516483516483514,1.1666666666666667,0.92,4,12,0,0.4666666666666667,1,STU_00060,average,Business Administration,4
0.2857142857142857,0.5,0.7,0.5190052680086924,4,4,-0.05934065934065938,1.037037037037037,1.4375000000000002,0,21,0,0.6,1,STU_00061,average,Mathematics,1
0.5714285714285714,0.6428571428571429,0.7333333333333333,0.5734781319149014,2,0,-0.0021978021978022347,1.129032258064516,1.0,2,14,0,0.8666666666666667,0,STU_00062,average,Electrical Engineering,1
0.7142857142857143,0.42857142857142855,0.43333333333333335,0.5096985822721001,6,0,0.06593406593406595,1.0208333333333335,1.090909090909091,4,37,0,0.4,1,STU_00063,struggling,Mathematics,4
1.0,0.9285714285714286,0.8333333333333334,0.584549798343415,4,0,0.0021978021978021354,1.09375,0.8799999999999999,7,13,0,0.8666666666666667,0,STU_00064,average,Mathematics,4
0.7142857142857143,0.8571428571428571,0.9,0.6399152642097246,3,0,-0.03956043956043962,0.9722222222222223,1.125,1,9,0,1.0,0,STU_00065,average,Computer Science,1
0.7142857142857143,0.7142857142857143,0.7333333333333333,0.5246173114584717,3,0,-0.00879120879120884,1.0,1.0,4,20,0,0.5333333333333333,1,STU_00066,average,Electrical Engineering,3
0.8571428571428571,0.9285714285714286,0.8333333333333334,0.6241769859985856,2,1,-0.028571428571428668,1.0980392156862744,0.9230769230769231,0,10,0,0.9333333333333333,0,STU_00067,excellent,Computer Science,3
0.5714285714285714,0.6428571428571429,0.7,0.5190052680086923,4,0,0.006593406593406572,1.1666666666666665,1.0526315789473684,4,21,0,0.5333333333333333,1,STU_00068,struggling,Mathematics,3
0.7142857142857143,0.6428571428571429,0.8,0.6399152642097246,2,0,0.010989010989010978,0.882882882882883,1.125,1,9,0,0.9333333333333333,0,STU_00069,excellent,Computer Science,4
0.8571428571428571,0.8571428571428571,0.9333333333333333,0.6974683095462335,2,0,-0.004395604395604434,1.072072072072072,1.0,5,6,0,0.6666666666666666,1,STU_00070,erratic,Computer Science,4
0.2857142857142857,0.5,0.6,0.4969022514135365,6,1,-0.028571428571428623,1.2222222222222223,1.4615384615384615,0,28,1,0.6,1,STU_00071,struggling,Mechanical Engineering,1
1.0,0.9285714285714286,0.9333333333333333,0.6399152642097246,2,0,0.0021978021978021354,1.2727272727272727,0.9615384615384616,7,9,0,0.8666666666666667,0,STU_00072,excellent,Civil Engineering,2
0.42857142857142855,0.6428571428571429,0.8333333333333334,0.5734781319149014,4,4,-0.06813186813186817,1.2444444444444442,1.1904761904761907,0,14,0,0.7333333333333333,1,STU_00073,excellent,Business Administration,3
0.7142857142857143,0.7142857142857143,0.6,0.49606071570090216,5,1,-0.01318681318681321,1.2280701754385965,0.8125,0,31,1,0.4666666666666667,1,STU_00074,struggling,Civil Engineering,3
0.7142857142857143,0.5,0.43333333333333335,0.49606071570090216,5,0,0.06373626373626375,1.05,0.9333333333333333,1,31,1,0.26666666666666666,1,STU_00075,struggling,Civil Engineering,3
0.5714285714285714,0.6428571428571429,0.6,0.5190052680086923,3,0,-0.006593406593406624,0.9166666666666667,0.7727272727272727,1,21,0,0.7333333333333333,1,STU_00076,struggling,Electrical Engineering,1
0.5714285714285714,0.5,0.5666666666666667,0.4969022514135365,3,1,0.01538461538461537,1.2222222222222223,1.6666666666666665,0,28,0,0.5333333333333333,1,STU_00077,struggling,Mechanical Engineering,2
0.7142857142857143,0.7857142857142857,0.8333333333333334,0.6571966681991184,2,0,-0.028571428571428623,0.8596491228070176,1.1666666666666665,1,8,0,0.9333333333333333,0,STU_00078,excellent,Mechanical Engineering,2
0.8571428571428571,0.7857142857142857,0.8,0.6097950705005768,2,0,-0.015384615384615424,0.9333333333333333,0.8148148148148148,1,11,0,0.8666666666666667,0,STU_00079,average,Computer Science,2
0.7142857142857143,0.7142857142857143,0.8,0.6399152642097246,1,0,-0.00439560439560442,0.882882882882883,1.04,1,9,0,0.6666666666666666,1,STU_00080,excellent,Civil Engineering,3
0.5714285714285714,0.42857142857142855,0.5,0.49830794778645604,4,1,0.017582417582417575,1.1666666666666667,0.8333333333333334,0,27,1,0.4666666666666667,1,STU_00081,struggling,Business Administration,4
0.7142857142857143,0.6428571428571429,0.6333333333333333,0.5190052680086924,3,0,0.03736263736263737,0.9166666666666667,1.2941176470588234,3,21,0,0.7333333333333333,1,STU_00082,average,Electrical Engineering,3
0.5714285714285714,0.7142857142857143,0.7666666666666667,0.5540515091435165,3,0,-0.026373626373626412,1.3333333333333333,1.0,3,16,0,0.7333333333333333,1,STU_00083,average,Mechanical Engineering,2
0.8571428571428571,0.7857142857142857,0.9,0.6241769859985855,2,0,-0.0021978021978022377,0.6581196581196581,1.0,2,10,0,1.0,0,STU_00084,excellent,Computer Science,1
1.0,0.8571428571428571,0.8,0.5540515091435165,3,0,0.021978021978021935,0.7777777777777779,1.0952380952380953,8,16,0,0.7333333333333333,1,STU_00085,average,Business Administration,2
0.5714285714285714,0.7142857142857143,0.8,0.5734781319149014,2,0,-0.02197802197802202,0.9191919191919192,0.9166666666666665,2,14,0,0.6,1,STU_00086,average,Civil Engineering,3
0.42857142857142855,0.5,0.6333333333333333,0.5002825657190919,5,1,-0.010989010989011014,1.2727272727272725,1.6153846153846152,0,26,0,0.6,1,STU_00087,struggling,Business Administration,4
0.42857142857142855,0.5,0.5666666666666667,0.505967818244429,3,1,-0.028571428571428605,1.3188405797101448,1.1176470588235294,0,24,0,0.6,1,STU_00088,average,Mechanical Engineering,2
0.42857142857142855,0.42857142857142855,0.4666666666666667,0.49606071570090216,5,1,-1.4817647432954593e-17,0.9545454545454545,1.2142857142857142,0,29,1,0.6,1,STU_00089,struggling,Electrical Engineering,4
0.42857142857142855,0.6428571428571429,0.6666666666666666,0.5190052680086923,4,2,-0.032967032967033,1.4583333333333335,1.2941176470588234,0,21,0,0.8666666666666667,0,STU_00090,average,Civil Engineering,2
0.8571428571428571,0.9285714285714286,0.9,0.6399152642097246,2,0,-0.00659340659340664,1.0666666666666667,1.04,5,9,0,0.7333333333333333,1,STU_00091,excellent,Electrical Engineering,4
0.2857142857142857,0.42857142857142855,0.4666666666666667,0.505967818244429,4,4,-0.04395604395604401,1.0266666666666668,1.1176470588235294,0,24,0,0.7333333333333333,1,STU_00092,struggling,Mathematics,4
0.2857142857142857,0.42857142857142855,0.4666666666666667,0.49830794778645604,6,1,-0.013186813186813192,1.8666666666666665,1.0769230769230769,0,33,1,0.3333333333333333,1,STU_00093,struggling,Business Administration,2
0.7142857142857143,0.7142857142857143,0.8,0.5378752094575554,6,0,0.01318681318681317,0.9333333333333332,1.1,3,18,0,0.9333333333333333,0,STU_00094,average,Business Administration,1
0.5714285714285714,0.42857142857142855,0.5333333333333333,0.49606071570090216,4,1,0.013186813186813178,0.9545454545454545,1.5833333333333333,0,29,1,0.3333333333333333,1,STU_00095,struggling,Computer Science,3
0.42857142857142855,0.6428571428571429,0.6666666666666666,0.5734781319149014,3,1,-0.028571428571428584,1.0208333333333335,1.090909090909091,0,14,0,0.5333333333333333,1,STU_00096,average,Civil Engineering,3
0.7142857142857143,0.7142857142857143,0.6,0.5028328839887559,5,0,0.008791208791208763,0.691358024691358,0.8421052631578948,2,25,0,0.9333333333333333,0,STU_00097,average,Business Administration,2
1.0,0.8571428571428571,0.8,0.6571966681991184,2,0,0.030769230769230747,0.7777777777777778,0.8571428571428572,8,8,0,0.7333333333333333,1,STU_00098,average,Mechanical Engineering,4
0.8571428571428571,0.8571428571428571,0.8,0.6399152642097246,1,0,-0.01318681318681324,1.0666666666666667,1.04,3,9,0,0.8,0,STU_00099,excellent,Mathematics,3
1.0,0.7857142857142857,0.8333333333333334,0.584549798343415,2,0,0.04615384615384615,0.892156862745098,0.9583333333333334,8,13,0,0.9333333333333333,0,STU_00100,excellent,Mechanical Engineering,4
0.7142857142857143,0.7142857142857143,0.8666666666666667,0.6571966681991184,1,1,-0.01758241758241763,1.037037037037037,1.1666666666666665,0,8,0,0.8,0,STU_00101,excellent,Electrical Engineering,1
0.8571428571428571,0.6428571428571429,0.6666666666666666,0.5734781319149014,2,0,0.028571428571428553,1.0208333333333335,0.9166666666666665,1,14,0,0.8666666666666667,0,STU_00102,average,Mathematics,2
1.0,0.7857142857142857,0.7333333333333333,0.5540515091435165,2,0,0.05934065934065935,1.206896551724138,0.9130434782608694,9,16,0,0.6666666666666666,1,STU_00103,average,Mathematics,1
0.7142857142857143,0.8571428571428571,0.8,0.5966244127283115,3,0,-0.01318681318681324,0.9607843137254902,1.0869565217391304,4,12,0,0.7333333333333333,1,STU_00104,average,Mechanical Engineering,4
0.42857142857142855,0.5,0.6,0.5246173114584716,2,0,0.015384615384615385,1.2564102564102564,1.0,1,20,0,0.9333333333333333,0,STU_00105,erratic,Business Administration,4
0.8571428571428571,0.9285714285714286,0.9333333333333333,0.6974683095462335,1,0,-0.010989010989011054,1.072072072072072,0.9285714285714286,4,6,0,0.8,0,STU_00106,excellent,Mechanical Engineering,2
0.8571428571428571,0.7142857142857143,0.8,0.584549798343415,4,0,0.017582417582417548,0.892156862745098,1.35,6,13,0,0.8,0,STU_00107,average,Civil Engineering,4
0.8571428571428571,0.6428571428571429,0.6333333333333333,0.5190052680086923,4,0,0.046153846153846156,1.1666666666666665,0.8571428571428572,3,21,0,0.6666666666666666,1,STU_00108,struggling,Electrical Engineering,2
0.8571428571428571,0.9285714285714286,0.9333333333333333,0.6974683095462335,2,0,-0.01538461538461543,0.9824561403508771,0.9285714285714286,3,6,0,0.9333333333333333,0,STU_00109,excellent,Mathematics,2
1.0,0.8571428571428571,0.8333333333333334,0.6097950705005768,2,0,0.03516483516483512,0.8425925925925927,1.2272727272727273,8,11,0,0.8666666666666667,0,STU_00110,excellent,Civil Engineering,1
0.7142857142857143,0.7857142857142857,0.7,0.545580397494515,2,1,-0.010989010989011021,0.9032258064516128,0.9545454545454546,0,17,0,0.8666666666666667,0,STU_00111,average,Business Administration,3
0.8571428571428571,0.9285714285714286,0.9,0.6571966681991184,1,0,-0.01978021978021982,1.1333333333333333,0.9259259259259259,2,8,0,0.8,0,STU_00112,excellent,Business Administration,3
0.42857142857142855,0.5714285714285714,0.6333333333333333,0.5028328839887559,4,0,-0.008791208791208833,1.0694444444444446,1.4999999999999998,2,25,0,0.6666666666666666,1,STU_00113,erratic,Mechanical Engineering,4
0.5714285714285714,0.5,0.5333333333333333,0.4969022514135365,5,0,0.010989010989010999,0.6363636363636362,1.1538461538461537,1,32,1,0.4666666666666667,1,STU_00114,struggling,Computer Science,3
0.7142857142857143,0.7857142857142857,0.7666666666666667,0.584549798343415,3,1,-0.02417582417582422,0.7999999999999999,1.2380952380952381,0,13,0,0.8,0,STU_00115,average,Mathematics,4
0.5714285714285714,0.5714285714285714,0.6,0.4957805159103893,3,2,-0.013186813186813218,0.8484848484848484,1.1428571428571428,0,30,0,0.4666666666666667,1,STU_00116,struggling,Mathematics,3
0.7142857142857143,0.5714285714285714,0.5333333333333333,0.49606071570090216,3,0,0.035164835164835165,0.8115942028985506,0.9375,2,29,0,0.7333333333333333,1,STU_00117,struggling,Computer Science,1
0.7142857142857143,0.8571428571428571,0.8333333333333334,0.5966244127283113,2,1,-0.0483516483516484,1.1666666666666667,1.0869565217391304,0,12,0,0.8,0,STU_00118,excellent,Business Administration,3
0.5714285714285714,0.42857142857142855,0.5666666666666667,0.4969022514135365,4,0,0.008791208791208774,0.7777777777777778,1.0,1,28,1,0.6666666666666666,1,STU_00119,struggling,Business Administration,4
0.7142857142857143,0.8571428571428571,0.7333333333333333,0.5633331176953136,3,0,-0.026373626373626412,0.7549019607843138,0.7999999999999999,1,15,0,0.5333333333333333,1,STU_00120,average,Mathematics,4
0.7142857142857143,0.6428571428571429,0.5666666666666667,0.5246173114584716,3,0,0.032967032967032975,0.7777777777777778,0.9047619047619048,1,20,0,0.7333333333333333,1,STU_00121,struggling,Electrical Engineering,3
0.7142857142857143,0.35714285714285715,0.36666666666666664,0.49830794778645604,7,0,0.07252747252747253,1.1666666666666667,0.5882352941176471,1,33,1,0.5333333333333333,1,STU_00122,struggling,Mathematics,2
0.2857142857142857,0.42857142857142855,0.5333333333333333,0.5190052680086924,3,2,-0.04395604395604399,1.1666666666666665,1.1666666666666667,0,21,0,0.7333333333333333,1,STU_00123,average,Business Administration,1
0.8571428571428571,0.8571428571428571,0.8333333333333334,0.6399152642097246,1,0,0.004395604395604365,1.1666666666666665,0.8214285714285715,6,9,0,0.9333333333333333,0,STU_00124,excellent,Business Administration,2
0.7142857142857143,0.8571428571428571,0.8666666666666667,0.6571966681991184,1,1,-0.0307692307692308,1.2352941176470589,1.08,0,8,0,0.8,0,STU_00125,excellent,Electrical Engineering,3
0.7142857142857143,0.7142857142857143,0.7,0.5734781319149014,2,0,-1.5552167295537455e-17,1.129032258064516,1.0,4,14,0,0.8,0,STU_00126,average,Civil Engineering,2
0.42857142857142855,0.42857142857142855,0.6333333333333333,0.505967818244429,5,0,-0.026373626373626394,0.7777777777777777,1.7692307692307694,1,24,0,0.5333333333333333,1,STU_00127,struggling,Civil Engineering,3
0.42857142857142855,0.5,0.4666666666666667,0.4969022514135365,3,0,-0.006593406593406623,0.9130434782608695,0.7777777777777778,1,28,0,0.6,1,STU_00128,struggling,Electrical Engineering,4
1.0,1.0,0.9,0.6974683095462335,2,0,-4.5049633455634363e-17,1.072072072072072,0.8620689655172414,18,6,0,0.6666666666666666,1,STU_00129,excellent,Electrical Engineering,2
0.5714285714285714,0.5714285714285714,0.5666666666666667,0.5190052680086924,3,2,-0.03076923076923081,0.9166666666666667,0.95,0,21,0,0.9333333333333333,0,STU_00130,average,Civil Engineering,1
0.8571428571428571,0.8571428571428571,0.8333333333333334,0.5378752094575554,5,0,0.02637362637362635,0.9333333333333332,1.210526315789474,6,18,0,0.8,0,STU_00131,average,Civil Engineering,2
0.5714285714285714,0.7142857142857143,0.8,0.6571966681991184,2,0,-0.008791208791208826,1.037037037037037,1.1666666666666665,2,8,0,0.8666666666666667,0,STU_00132,excellent,Civil Engineering,4
0.8571428571428571,0.7857142857142857,0.8333333333333334,0.6241769859985855,2,0,0.015384615384615347,1.0980392156862744,1.0,3,10,0,1.0,0,STU_00133,excellent,Civil Engineering,4
0.5714285714285714,0.7857142857142857,0.7666666666666667,0.5246173114584716,3,0,-0.032967032967033016,1.0,0.7391304347826086,3,20,0,0.7333333333333333,1,STU_00134,average,Mathematics,4
0.5714285714285714,0.5,0.43333333333333335,0.4969022514135365,6,0,-0.002197802197802224,0.6533333333333333,0.5238095238095238,1,28,1,0.4,1,STU_00135,erratic,Mathematics,2
0.8571428571428571,0.8571428571428571,0.7666666666666667,0.5378752094575554,4,0,0.004395604395604365,0.9333333333333332,0.9090909090909091,6,18,0,0.6,1,STU_00136,average,Mechanical Engineering,4
0.8571428571428571,0.7142857142857143,0.7,0.5308982016927016,4,0,0.03076923076923077,0.9655172413793103,0.8636363636363636,1,19,0,0.8,0,STU_00137,average,Electrical Engineering,4
0.5714285714285714,0.5714285714285714,0.5333333333333333,0.4957805159103893,5,3,-0.052747252747252796,0.8484848484848484,1.0,0,30,1,0.7333333333333333,1,STU_00138,struggling,Computer Science,2
0.7142857142857143,0.7142857142857143,0.8,0.5734781319149014,2,1,-0.008791208791208864,0.9191919191919192,0.9166666666666665,0,14,0,0.6,1,STU_00139,average,Mechanical Engineering,2
0.5714285714285714,0.6428571428571429,0.6333333333333333,0.5190052680086924,4,1,-0.04175824175824178,0.8045977011494253,1.0526315789473684,0,21,0,0.5333333333333333,1,STU_00140,erratic,Computer Science,3
0.7142857142857143,0.7857142857142857,0.8,0.5966244127283113,2,1,-0.028571428571428623,1.2795698924731183,0.92,0,12,0,0.7333333333333333,1,STU_00141,erratic,Computer Science,2
